bag_id,time_of_capture,body_temperature_c,microhabitat_type,microhabitat_temperature_c,bag_photo,processor,visit_comment,species_capture,capture_type,capture_mark_recapture,life_stage,sex,snout_vent_length,body_and_bag_mass,bag_mass,body_mass,bd_swab_tube_id,dry_swab_tube_id,crispr_swab_tube_id,bacterial_swab_tube_id,mucusome_id,amp_id_1,amp_id_2,amp_id_3,amp_id_4,antibody_id_1,antibody_id_2,antibody_id_3,antibody_id_4,toe_clip_tube_id,capture_comments,survey_time,region,location,detection_type,site,date,temp_ves_id
bag09,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,juvenile,unknown,50.9,17.5,3.3,14.2,"NA",DrySwab00172,CRSwab00160,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,371
bag10,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,adult,female,55.8,22.4,2.9,19.5,"NA",DrySwab00173,CRSwab00161,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,372
bag12,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,juvenile,unknown,48.8,16.2,3.1,13.1,"NA",DrySwab00175,CRSwab00163,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,374
bag13,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,juvenile,unknown,44.8,11.5,3,8.5,"NA",DrySwab00176,CRSwab00164,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,375
bag14,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,juvenile,unknown,45.2,21.5,14.2,7.3,"NA",DrySwab00177,CRSwab00165,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,376
bag15,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,adult,female,53.9,21.7,5.1,16.6,"NA",DrySwab00178,CRSwab00166,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,377
bag16,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,adult,female,54.1,18,2.9,15.1,"NA",DrySwab00179,CRSwab00167,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,378
bag17,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,juvenile,unknown,33.5,9.1,4.7,4.4,"NA",DrySwab00180,CRSwab00168,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,379
bag18,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,juvenile,unknown,35.1,7.4,2.4,5,"NA",DrySwab00181,CRSwab00169,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,380
bag19,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,juvenile,unknown,42.3,10.8,3.5,7.3,"NA",DrySwab00182,CRSwab00170,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,381
bag20,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,adult,female,48,16.1,3.8,12.3,"NA",DrySwab00183,CRSwab00171,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,382
bag21,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,juvenile,unknown,37.4,8.7,3.3,5.4,"NA",DrySwab00184,CRSwab00172,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,383
bag22,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,juvenile,unknown,41.2,9.2,3.3,5.9,"NA",DrySwab00185,CRSwab00173,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,384
bag23,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,adult,female,53.5,21.5,4.4,17.1,"NA",DrySwab00186,CRSwab00174,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,385
bag24,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana clamitans,new,NA,adult,female,40.5,12.4,3.4,9,"NA",DrySwab00187,CRSwab00175,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,386
bag25,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,adult,female,45.9,13.9,3,10.9,"NA",DrySwab00188,CRSwab00176,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,387
bag26,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,adult,female,53.9,20.3,4,16.3,"NA",DrySwab00189,CRSwab00177,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,388
bag27,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,adult,female,50.5,28.5,6.6,21.9,"NA",DrySwab00190,CRSwab00178,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,389
bag28,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,juvenile,unknown,35.7,6.9,2.3,4.6,"NA",DrySwab00191,CRSwab00179,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,390
bag29,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,adult,female,53.7,19.8,5.6,14.2,"NA",DrySwab00192,CRSwab00180,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,391
bag30,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,juvenile,unknown,49,22.4,9.9,12.5,"NA",DrySwab00193,CRSwab00181,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,392
bag09,NA,NA,NA,NA,NA,brandon hoenig,NA,rana clamitans,new,NA,adult,female,NA,8.4,2.5,5.9,"NA",DrySwab00158,CRSwab00146,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tryon-weber,2022-08-02T00:00:00Z,393
bag01,NA,NA,NA,NA,NA,brandon hoenig,NA,desmognathus ochrophaeus,new,NA,,NA,NA,2.4,2.3,0.1,"NA",DrySwab00159,CRSwab00147,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tryon-weber,2022-08-02T00:00:00Z,394
bag08,NA,NA,NA,NA,NA,brandon hoenig,NA,Desmognathaus sp.,new,NA,juvenile,NA,NA,8.4,7.9,0.5,"NA",DrySwab00160,CRSwab00148,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tryon-weber,2022-08-02T00:00:00Z,395
bag36,NA,NA,NA,NA,NA,NA,NA,rana catesbeiana,new,b4641954-8a90-45e0-8f48-ba8e6e207918,adult,female,50.3,18.9,5.8,13.1,BdSwab00256,DrySwab00194,CRSwab00182,BacSwab00255,MucBath00059,AMPBath00057,"NA","NA","NA",AntiBod00057,"NA","NA","NA",ToeClip00126,NA,night,pa,usa,capture,rv pond,2022-09-10T00:00:00Z,396
bag26,NA,NA,NA,NA,NA,NA,NA,rana catesbeiana,new,1913511b-97ce-436c-9210-465b27853b00,adult,female,48.4,19.7,5.6,14.1,BdSwab00257,DrySwab00195,CRSwab00183,BacSwab00256,MucBath00060,AMPBath00058,"NA","NA","NA",AntiBod00058,"NA","NA","NA",ToeClip00123,NA,night,pa,usa,capture,rv pond,2022-09-10T00:00:00Z,397
bag28,NA,NA,NA,NA,NA,NA,NA,rana catesbeiana,new,4866a074-b1c9-4812-b812-bc9aacb030e3,juvenile,unknown,40.6,9.4,3,6.4,BdSwab00260,DrySwab00198,CRSwab00186,BacSwab00259,MucBath00063,AMPBath00061,"NA","NA","NA",AntiBod00061,"NA","NA","NA",ToeClip00122,NA,night,pa,usa,capture,rv pond,2022-09-10T00:00:00Z,398
bag37,NA,NA,NA,NA,NA,NA,NA,rana catesbeiana,new,57530180-8d67-472c-9d60-3c1e711def89,juvenile,unknown,33,6.8,3,3.8,BdSwab00264,DrySwab00202,CRSwab00190,BacSwab00263,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00129,NA,night,pa,usa,capture,rv pond,2022-09-10T00:00:00Z,399
bag00,NA,NA,NA,NA,NA,NA,NA,negative control,new,NA,,NA,NA,NA,NA,NA,BdSwab00265,DrySwab00203,CRSwab00191,BacSwab00264,MucBath00068,AMPBath00062,"NA","NA","NA",AntiBod00062,"NA","NA","NA","NA",NA,night,pa,usa,capture,rv pond,2022-09-10T00:00:00Z,400
bag30,NA,NA,NA,NA,NA,NA,NA,rana catesbeiana,new,07433ca6-b714-492e-ab30-cf26c2fef5df,juvenile,unknown,32.8,5.3,2.4,2.9,BdSwab00305,DrySwab00241,CRSwab00222,BacSwab00301,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00130,NA,night,pa,usa,capture,rv pond,2022-09-10T00:00:00Z,401
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,male,29,7.6,6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-04-wood-pscr1,night,pa,usa,capture,wood lab pond,2022-05-04T00:00:00Z,402
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana catesbeiana,new,NA,juvenile,NA,50.9,21.9,8.8,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-04 wood racl #2,night,pa,usa,capture,wood lab pond,2022-05-04T00:00:00Z,403
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,male,27.3,7.4,6,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-04 wood pscr #3,night,pa,usa,capture,wood lab pond,2022-05-04T00:00:00Z,404
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana catesbeiana,new,NA,juvenile,NA,46.1,17.5,7.4,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-04 wood raca #4,night,pa,usa,capture,wood lab pond,2022-05-04T00:00:00Z,405
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana clamitans,new,NA,juvenile,NA,42.1,14.9,10,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-04 wood racl #5,night,pa,usa,capture,wood lab pond,2022-05-04T00:00:00Z,406
NA,NA,NA,NA,NA,NA,brandon hoenig,Edna was collected. 300ml passed through a 0.45 filter. Stored with swab samples.,rana catesbeiana,new,NA,adult,female,53.9,19.5,7.2,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-05 phelps raca #1,night,pa,usa,capture,phelps pond,2022-05-05T00:00:00Z,407
NA,NA,NA,NA,NA,NA,brandon hoenig,Edna was collected. 300ml passed through a 0.45 filter. Stored with swab samples.,rana catesbeiana,new,NA,adult,female,135.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-05 phelps raca #15; probably greater than 100 grams, no scale available",night,pa,usa,capture,phelps pond,2022-05-05T00:00:00Z,408
NA,NA,NA,NA,NA,NA,brandon hoenig,Edna was collected. 300ml passed through a 0.45 filter. Stored with swab samples.,rana clamitans,new,NA,adult,female,74.6,49.5,10,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-05 phelps racl #2,night,pa,usa,capture,phelps pond,2022-05-05T00:00:00Z,409
NA,NA,NA,NA,NA,NA,brandon hoenig,Edna was collected. 300ml passed through a 0.45 filter. Stored with swab samples.,rana clamitans,new,NA,adult,female,65.5,30,8.3,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-05 phelps racl #3,night,pa,usa,capture,phelps pond,2022-05-05T00:00:00Z,410
NA,NA,NA,NA,NA,NA,brandon hoenig,Edna was collected. 300ml passed through a 0.45 filter. Stored with swab samples.,rana clamitans,new,NA,,female,53.8,19.5,7.3,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-05 phelps racl #4,night,pa,usa,capture,phelps pond,2022-05-05T00:00:00Z,411
NA,NA,NA,NA,NA,NA,brandon hoenig,Edna was collected. 300ml passed through a 0.45 filter. Stored with swab samples.,rana catesbeiana,new,NA,adult,female,84.4,72,10.2,61.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-05 phelps raca #5,night,pa,usa,capture,phelps pond,2022-05-05T00:00:00Z,412
NA,NA,NA,NA,NA,NA,brandon hoenig,Edna was collected. 300ml passed through a 0.45 filter. Stored with swab samples.,rana clamitans,new,NA,adult,male,77,61,10.2,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-05 phelps racl #6,night,pa,usa,capture,phelps pond,2022-05-05T00:00:00Z,413
NA,NA,NA,NA,NA,NA,brandon hoenig,Edna was collected. 300ml passed through a 0.45 filter. Stored with swab samples.,rana clamitans,new,NA,adult,female,67,38,9.8,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-05 phelps racl #7,night,pa,usa,capture,phelps pond,2022-05-05T00:00:00Z,414
NA,NA,NA,NA,NA,NA,brandon hoenig,Edna was collected. 300ml passed through a 0.45 filter. Stored with swab samples.,rana clamitans,new,NA,,female,59.5,26,6.6,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-05 phelps racl #8; red groin,night,pa,usa,capture,phelps pond,2022-05-05T00:00:00Z,415
NA,NA,NA,NA,NA,NA,brandon hoenig,Edna was collected. 300ml passed through a 0.45 filter. Stored with swab samples.,rana catesbeiana,new,NA,adult,male,60.4,27.5,6.8,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-05 phelps raca #9,night,pa,usa,capture,phelps pond,2022-05-05T00:00:00Z,416
NA,NA,NA,NA,NA,NA,brandon hoenig,Edna was collected. 300ml passed through a 0.45 filter. Stored with swab samples.,rana clamitans,new,NA,adult,male,73.9,53,8.6,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-05 phelps racl #10,night,pa,usa,capture,phelps pond,2022-05-05T00:00:00Z,417
NA,NA,NA,NA,NA,NA,brandon hoenig,Edna was collected. 300ml passed through a 0.45 filter. Stored with swab samples.,pseudacris crucifer,new,NA,adult,male,28.8,7.6,6.2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-05 phelps pscr #11; skin tag on throat,night,pa,usa,capture,phelps pond,2022-05-05T00:00:00Z,418
NA,NA,NA,NA,NA,NA,brandon hoenig,Edna was collected. 300ml passed through a 0.45 filter. Stored with swab samples.,pseudacris crucifer,new,NA,adult,male,28,7.3,6,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-05 phelps pscr #12,night,pa,usa,capture,phelps pond,2022-05-05T00:00:00Z,419
NA,NA,NA,NA,NA,NA,brandon hoenig,Edna was collected. 300ml passed through a 0.45 filter. Stored with swab samples.,pseudacris crucifer,new,NA,adult,male,27.2,7.2,6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-05 phelps pscr #13,night,pa,usa,capture,phelps pond,2022-05-05T00:00:00Z,420
NA,NA,NA,NA,NA,NA,brandon hoenig,Edna was collected. 300ml passed through a 0.45 filter. Stored with swab samples.,pseudacris crucifer,new,NA,adult,male,30.7,7.9,6.2,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-05 phelps pscr #14,night,pa,usa,capture,phelps pond,2022-05-05T00:00:00Z,421
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,pseudacris crucifer,new,NA,adult,male,24.8,3.5,2.5,1,2022-05-11-admin-pscr1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-11 admin pscr #1,night,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,422
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana catesbeiana,new,NA,juvenile,unknown,49.6,15,3.6,11.4,2022-05-11-admin-raca2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,423
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana catesbeiana,new,NA,adult,female,78.2,58,16.5,41.5,2022-05-11-admin-raca3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,424
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,pseudacris crucifer,new,NA,adult,male,29,3.7,2.4,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,425
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,pseudacris crucifer,new,NA,adult,male,26,3.6,2.5,1.1,2022-05-11-admin-pscr-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,426
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,pseudacris crucifer,new,NA,adult,male,24.4,3.5,NA,NA,2022-05-11-admin-pscr6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,427
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana catesbeiana,new,NA,juvenile,unknown,61.6,23.1,3.7,19.4,2022-05-11-admin-raca7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,428
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana catesbeiana,new,NA,juvenile,unknown,54.1,21.5,6.5,15,2022-05-11-admin-raca8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,429
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana catesbeiana,new,NA,juvenile,unknown,50.9,16.25,5.5,10.75,2022-05-11-admin-raca9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,430
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana catesbeiana,new,NA,juvenile,unknown,48.1,14,5.25,8.75,2022-05-11-admin-raca10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,431
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana catesbeiana,new,NA,juvenile,unknown,50.3,17,6.5,10.5,2022-05-11-admin-raca11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,432
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana catesbeiana,new,NA,juvenile,NA,51,17.5,7,10.5,2022-05-11-admin-raca12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,433
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana catesbeiana,new,NA,juvenile,unknown,50.5,19.5,10,9.5,2022-05-11-admin-raca12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,434
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana clamitans,new,NA,adult,male,75.4,52,8,44,2022-05-11-admin-racl14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,435
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana clamitans,new,NA,adult,male,74.7,42,3.5,38.5,2022-05-11-admin-racl15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,436
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana clamitans,new,NA,adult,female,78.5,54,6,48,2022-05-11-admin-racl16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,437
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana clamitans,new,NA,adult,female,84,69,6,63,2022-05-11-admin-racl17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,438
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana clamitans,new,NA,adult,female,60.9,28,7.1,20.9,2022-05-11-admin-racl18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,439
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,toad sp.,new,NA,adult,unknown,53.6,19.5,4.25,15.25,2022-05-11-admin-toad19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,440
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana catesbeiana,new,NA,adult,male,83,53,6.7,46.3,2022-05-12-rv-raca1,NA,NA,NA,2022-05-12-rv-raca1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,441
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,male,27.5,4.2,2.7,1.5,2022-05-12-rv-pscr2,NA,NA,NA,2022-05-12-rv-pscr2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,442
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,male,26.2,3.6,2.4,1.2,2022-05-12-rv-pscr3,NA,NA,NA,2022-05-12-rv-pscr3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,443
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,male,27.3,4,2.6,1.4,2022-05-12-rv-pscr4,NA,NA,NA,2022-05-12-rv-pscr4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,444
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,male,26.5,3.7,2.4,1.3,2022-05-12-rv-pscr5,NA,NA,NA,2022-05-12-rv-pscr5,NA,NA,NA,NA,NA,NA,NA,NA,NA,mucus sample was done for 20 minutes.,night,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,445
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,male,25.2,3.4,2.3,1.1,2022-05-12-rv-pscr6,NA,NA,NA,2022-05-12-rv-pscr6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,446
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,male,27,3.5,2.4,1.1,2022-05-12-rv-pscr7,NA,NA,NA,2022-05-12-rv-pscr7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,447
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,male,26.5,3.5,2.5,1,2022-05-12-rv-pscr8,NA,NA,NA,2022-05-12-rv-pscr8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,448
