bag_id,time_of_capture,body_temperature_c,microhabitat_type,microhabitat_temperature_c,bag_photo,processor,visit_comment,species_capture,capture_type,capture_mark_recapture,life_stage,sex,snout_vent_length,body_and_bag_mass,bag_mass,body_mass,bd_swab_tube_id,dry_swab_tube_id,crispr_swab_tube_id,bacterial_swab_tube_id,mucusome_id,amp_id_1,amp_id_2,amp_id_3,amp_id_4,antibody_id_1,antibody_id_2,antibody_id_3,antibody_id_4,toe_clip_tube_id,capture_comments,survey_time,region,location,detection_type,site,date,temp_ves_id
bag39,23:16:00,23.2,water,23.2,fc523b17-6740-4bd5-84b2-73ce2d337976,brandon hoenig,NA,rana catesbeiana,new,3e3fa760-70f0-41a7-a516-8d1376dadf73,juvenile,unknown,44.7,13.1,2.8,10.3,BdSwab00216,DrySwab00115,CRSwab00104,BacSwab00215,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00098,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,299
bag73,23:34:00,21.3,wet ground,21.8,0068befb-4d3e-4c29-8d17-9e7d1c2999b5,brandon hoenig,NA,rana catesbeiana,new,5ff49a17-7ae6-45b0-962f-4630a12f0f85,adult,female,68.9,58.2,14,44.2,BdSwab00220,DrySwab00119,CRSwab00108,BacSwab00219,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00102,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,300
bag51,23:37:00,20.5,wet ground,20.8,76d22824-9f4c-4dc8-b0f6-9d51228333d7,brandon hoenig,NA,rana catesbeiana,new,2312e857-5a62-4c1f-b397-04dc3801b842,juvenile,unknown,47.6,15.7,6.2,9.5,BdSwab00221,DrySwab00120,CRSwab00109,BacSwab00220,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00103,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,301
bag45,22:16:00,22.3,wet ground,22.4,e3e24594-3c12-4bd7-b279-42cee0f4842a,brandon hoenig,NA,rana catesbeiana,new,594d3511-1988-4888-b863-d7326fc8529e,adult,female,50.9,20.7,6.2,14.5,BdSwab00214,DrySwab00113,CRSwab00102,BacSwab00213,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00096,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,302
bag16,22:01:00,25.1,water,24.9,b020477b-ce41-4cef-ba98-6bd5c7a5566b,NA,NA,rana pipiens,new,2b4579c5-0270-42aa-a39c-9822df0e3e69,adult,unknown,29.5,5.5,3.1,2.4,BdSwab00255,DrySwab00155,CRSwab00143,BacSwab00254,MucBath00056,"NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00120,NA,night,pa,usa,capture,tuttle pond,2022-07-19T00:00:00Z,305
bag04,22:01:00,22.1,wet ground,22.1,ab0b82a3-7a17-4b00-8c48-63be95dd5114,brandon hoenig,NA,rana catesbeiana,new,e64a0f7d-0fd9-4e42-b866-d86e5ef26f6d,adult,female,52.7,18.6,3.8,14.8,BdSwab00213,DrySwab00112,CRSwab00101,BacSwab00212,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00095,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,306
bag02,22:04:00,21.9,wet ground,21.7,65648c6e-a6b8-450a-a907-354261083663,brandon hoenig,NA,rana catesbeiana,new,da60b00d-8819-4ced-ade6-95ba9babeff6,juvenile,unknown,31.7,5.6,2.7,2.9,BdSwab00225,DrySwab00124,CRSwab00113,BacSwab00224,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00107,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,307
bag01,22:12:00,21.8,wet ground,21.3,75bc2850-3b1d-48be-964e-7720a86f41b6,brandon hoenig,NA,rana catesbeiana,new,0bca3ce7-1972-43d5-8b11-aafb54c5d54f,adult,female,44.4,11.7,3.1,8.6,BdSwab00206,DrySwab00105,CRSwab00094,BacSwab00205,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00088,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,308
bag03,22:14:00,21.3,wet ground,21.3,2797fb1e-5cfc-4b48-864f-8636fe9e627f,brandon hoenig,NA,rana catesbeiana,new,b83ae776-9cd2-425b-8ac9-3ae37efedb07,adult,female,58.4,23.7,5.4,18.3,BdSwab00209,DrySwab00108,CRSwab00097,BacSwab00208,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00091,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,309
bag05,22:30:00,21.8,wet ground,21.2,9dfcb2a2-b2b7-45c3-998f-3946e8d5f79e,brandon hoenig,NA,rana catesbeiana,new,f232f1b8-a105-45f4-8bcb-8f915e11d52b,juvenile,unknown,46.2,15.7,6.3,9.4,BdSwab00218,DrySwab00117,CRSwab00106,BacSwab00217,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00100,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,310
bag82,22:44:00,22.4,water,22.8,96c23463-5d68-4a01-85be-2fe7cc368fea,brandon hoenig,NA,rana catesbeiana,new,f12f4eb0-c5c0-400a-a4a2-a493eabc9b30,juvenile,unknown,43.6,14.6,3.3,11.3,BdSwab00215,DrySwab00114,CRSwab00103,BacSwab00214,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00097,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,311
bag06,22:47:00,22.4,water,22.6,c3450e60-a6c0-4f98-a86f-7211b508c49c,brandon hoenig,NA,rana catesbeiana,new,7a4212a3-489e-4522-9392-fbda86ddd0ef,juvenile,unknown,51.1,21.9,7,14.9,BdSwab00222,DrySwab00121,CRSwab00110,BacSwab00221,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00104,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,312
bag07,22:49:00,22.4,water,22.6,a2c3068a-4b72-4c9b-82d4-0abeb96a7312,brandon hoenig,NA,rana catesbeiana,new,e19011d0-9bd1-4ffe-bb71-bfd13661c001,adult,female,46.1,11.4,3.8,7.6,BdSwab00226,DrySwab00125,CRSwab00114,BacSwab00225,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00108,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,313
bag08,22:52:00,22.2,water,22.2,96306dcb-d498-432c-9613-df32a59b5e6d,brandon hoenig,NA,rana catesbeiana,new,a43df10e-1e4f-4b0c-99e1-b44087c5b574,juvenile,unknown,46.9,13.7,3,10.7,BdSwab00224,DrySwab00123,CRSwab00112,BacSwab00223,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00106,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,314
bag09,22:54:00,21.2,wet ground,21.6,f0ac541e-5f68-4a9b-acf6-96bc28e0c00f,brandon hoenig,NA,rana catesbeiana,new,eea7cf7e-02d5-47b3-a0e3-a7dfa6a1a8e1,juvenile,unknown,43,12.4,3.4,9,BdSwab00207,DrySwab00106,CRSwab00095,BacSwab00206,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00089,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,315
bag27,23:04:00,21.4,wet ground,21.3,dbf8ed70-75c1-4001-8cea-8505fa99bc3c,brandon hoenig,NA,rana catesbeiana,new,d579c0bc-12a7-4bb7-9fe3-17a94df1958e,adult,female,50.6,18.3,3.3,15,BdSwab00198,DrySwab00097,CRSwab00086,BacSwab00197,MucBath00054,AMPBath00054,"NA","NA","NA",AntiBod00054,"NA","NA","NA",ToeClip00118,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,316
bag26,23:07:00,20.3,wet ground,20.8,81528f26-c661-49a6-a338-aaf55716a998,brandon hoenig,NA,rana catesbeiana,new,85ef7934-300b-439d-80f9-d94c6f9d6d3b,adult,female,47.5,13.7,2.6,11.1,BdSwab00212,DrySwab00111,CRSwab00100,BacSwab00211,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00094,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,317
bag12,23:11:00,20.5,wet ground,20.4,62f8339a-6fb8-4040-b6b7-f0ea2b11070b,brandon hoenig,NA,rana catesbeiana,new,c99fedfa-9e72-49ce-bd45-3473327df573,juvenile,unknown,53.4,16.4,2.6,13.8,BdSwab00194,DrySwab00093,CRSwab00082,BacSwab00193,MucBath00050,AMPBath00050,"NA","NA","NA",AntiBod00045,"NA","NA","NA",ToeClip00114,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,318
bag80,23:15:00,20.5,wet ground,20.6,e66fb0ba-d939-445d-98cb-bc199e38840a,brandon hoenig,NA,rana catesbeiana,new,5224c4e4-868c-4c4f-8d09-b3ef0f1851eb,adult,female,40.1,11,2.8,8.2,"NA","NA","NA","NA",MucBath00052,"NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00119,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,319
bag11,23:19:00,22,wet ground,20.8,c283217b-73cf-4ea9-b7ba-a3f94a1511e4,brandon hoenig,NA,rana catesbeiana,new,ca32ea56-d9ea-4c56-bd6d-eb6a230977bd,juvenile,unknown,41.9,12.2,4,8.2,BdSwab00223,DrySwab00122,CRSwab00111,BacSwab00222,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00105,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,320
bag81,23:22:00,20.4,wet ground,20.9,3c1c5ddf-acd9-40a7-b2a1-190cff99383e,brandon hoenig,NA,rana catesbeiana,new,e52370c3-9542-4a59-95d6-918daa66f460,adult,female,55.9,22.2,3.8,18.4,BdSwab00197,DrySwab00096,CRSwab00085,BacSwab00196,MucBath00053,AMPBath00053,"NA","NA","NA",AntiBod00053,"NA","NA","NA",ToeClip00116,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,321
bag10,23:25:00,20.6,wet ground,20.6,6a1b0eea-01f1-4ab0-83f8-bc854e3fe832,brandon hoenig,NA,rana catesbeiana,new,65c7286b-f471-435b-af6e-4a4063651f37,juvenile,unknown,47.6,16.1,2.4,13.7,BdSwab00202,DrySwab00101,CRSwab00090,BacSwab00201,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00084,NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,322
bag83,21:35:00,25.2,water,25.3,1638411c-c196-4194-9535-b43bea7ff5a2,NA,NA,rana clamitans,new,NA,juvenile,unknown,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-07-19T00:00:00Z,323
bag81,21:38:00,25.6,wet ground,26.4,d2a4248b-8e6c-4e7f-afeb-ebe31c4625e7,NA,NA,rana catesbeiana,new,NA,juvenile,unknown,42.9,13.3,3.5,9.8,BdSwab00235,DrySwab00134,CRSwab00123,BacSwab00234,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-07-19T00:00:00Z,324
bag84,21:42:00,25.1,wet ground,25.5,1f9c04d3-3efc-414c-a7f2-a7d816477c9f,NA,NA,rana catesbeiana,new,NA,adult,female,57.4,23.9,5.3,18.6,BdSwab00251,DrySwab00151,CRSwab00139,BacSwab00250,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-07-19T00:00:00Z,325
bag82,21:47:00,25.3,wet ground,25.3,bd42c6f9-67cb-40fe-8cb5-f9235bfe62e7,NA,NA,rana catesbeiana,new,NA,adult,female,47.2,16.3,4.4,11.9,BdSwab00253,DrySwab00153,CRSwab00141,BacSwab00252,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-07-19T00:00:00Z,326
bag85,21:49:00,24.4,wet ground,25,80144955-2426-4c2d-9db2-98d97795f5de,NA,NA,rana catesbeiana,new,NA,juvenile,unknown,50.1,16.6,2.6,14,BdSwab00233,DrySwab00132,CRSwab00121,BacSwab00232,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-07-19T00:00:00Z,327
bag86,21:52:00,24.6,wet ground,24.9,1e89158c-ae6c-4321-bcfb-63953041b145,NA,NA,rana catesbeiana,new,NA,adult,female,43.6,9.9,3.2,6.7,BdSwab00250,DrySwab00150,CRSwab00138,BacSwab00249,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-07-19T00:00:00Z,328
bag90,21:54:00,24.6,water,25.1,42062386-5d13-462c-9f2d-a250b4d81de4,NA,NA,rana catesbeiana,new,NA,adult,female,51.2,17.8,3.8,14,BdSwab00245,DrySwab00145,CRSwab00133,BacSwab00244,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-07-19T00:00:00Z,329
bag88,21:57:00,24.6,wet ground,24.9,cf021327-6a87-48b3-9ad9-81921b808ecd,NA,NA,rana catesbeiana,new,NA,juvenile,unknown,40.7,10.4,NA,NA,BdSwab00234,DrySwab00133,CRSwab00122,BacSwab00233,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-07-19T00:00:00Z,330
bag89,21:59:00,24.4,wet ground,25.1,5b63a87e-7194-438d-9315-2a3a77b123c3,NA,NA,rana catesbeiana,new,NA,juvenile,unknown,47.9,19.8,3.5,16.3,BdSwab00239,DrySwab00138,CRSwab00127,BacSwab00238,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-07-19T00:00:00Z,331
bag05,22:17:00,23.6,water,24,acf82a2e-21f2-4cea-9a11-ebf6abd68e1c,NA,NA,rana catesbeiana,new,NA,adult,female,51.2,29,8,21,BdSwab00237,DrySwab00136,CRSwab00125,BacSwab00236,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-07-19T00:00:00Z,332
bag99,22:22:00,23.6,wet ground,23.4,ff961726-6d48-4918-9cbd-0cc307a55456,NA,NA,rana catesbeiana,new,NA,adult,female,45.5,17.9,4.5,13.4,BdSwab00241,DrySwab00141,CRSwab00129,BacSwab00240,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-07-19T00:00:00Z,333
bag17,22:36:00,23.9,water,24,66218309-04ea-4759-9390-63ac918b5075,NA,NA,rana catesbeiana,new,NA,juvenile,unknown,50.1,17.5,3,14.5,BdSwab00252,DrySwab00152,CRSwab00140,BacSwab00251,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-07-19T00:00:00Z,335
bag11,11:12:00,NA,dry ground,NA,61a169c6-b6c5-4a38-964b-16bc0d0ad71c,brandon hoenig,NA,eurycea bislineata,new,NA,,NA,NA,3.9,2.5,1.4,"NA",DrySwab00161,CRSwab00149,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tryon-weber,2022-08-02T00:00:00Z,336
bag13,11:18:00,NA,water,20.7,4e60a8c4-5d54-4039-9dff-f3875088fea7,brandon hoenig,NA,rana clamitans,new,NA,adult,female,NA,33.5,3.1,30.4,"NA",DrySwab00157,CRSwab00145,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tryon-weber,2022-08-02T00:00:00Z,337
bag14,11:24:00,NA,dry ground,NA,9db3eb9e-b0c4-4d6e-a146-5947191b65d4,brandon hoenig,NA,plethodon cinereus,new,NA,adult,NA,NA,2.6,2.4,0.2,"NA",DrySwab00163,CRSwab00151,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tryon-weber,2022-08-02T00:00:00Z,338
bag15,11:27:00,NA,wet ground,NA,42c62df2-856e-4e5c-b910-ed613f34db94,brandon hoenig,NA,Desmognathaus sp.,new,NA,juvenile,NA,NA,2.5,2.3,0.2,"NA",DrySwab00162,CRSwab00150,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tryon-weber,2022-08-02T00:00:00Z,339
bag12,11:39:00,NA,dry ground,NA,2eb948e5-6735-4ded-93be-8bf7873a3408,brandon hoenig,NA,bufo americanus,new,NA,,NA,NA,5.2,2.6,2.6,"NA",DrySwab00156,CRSwab00144,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tryon-weber,2022-08-02T00:00:00Z,340
bag34,20:42:00,19.6,wet ground,19.8,5de22de7-d5c7-44b9-bae3-edf23779aae9,NA,NA,rana catesbeiana,new,6ef8594a-2b47-40b1-89ec-03fd6cd0f9d1,juvenile,unknown,43.4,11,2.8,8.2,BdSwab00259,DrySwab00197,CRSwab00185,BacSwab00258,MucBath00062,AMPBath00060,"NA","NA","NA",AntiBod00060,"NA","NA","NA",ToeClip00125,NA,night,pa,usa,capture,rv pond,2022-09-10T00:00:00Z,341
bag40,20:49:00,19.3,wet ground,19.6,532ed3d5-d724-426c-9e12-eacdfa9ecc2e,NA,NA,rana catesbeiana,new,a471cf4d-e23b-4e02-bfd5-64803d823b66,juvenile,unknown,33.2,6.6,2.6,4,BdSwab00302,DrySwab00239,CRSwab00226,BacSwab00303,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00128,NA,night,pa,usa,capture,rv pond,2022-09-10T00:00:00Z,342
bag39,20:52:00,19.3,wet ground,19.8,f60af8a8-ab7e-4812-a7dd-04fa614b67ca,NA,NA,Rana sp,new,NA,juvenile,unknown,33.2,6.4,2.7,3.7,BdSwab00303,DrySwab00240,CRSwab00225,BacSwab00302,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,rv pond,2022-09-10T00:00:00Z,343
bag38,20:55:00,19.7,wet ground,19.9,210892e0-8367-495d-9d74-436067cadca9,NA,NA,rana catesbeiana,new,f0c8c54d-2ae1-48a6-8142-6e84d1589624,juvenile,unknown,40.8,6.5,2.6,3.9,BdSwab00263,DrySwab00201,CRSwab00189,BacSwab00262,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00127,NA,night,pa,usa,capture,rv pond,2022-09-10T00:00:00Z,344
bag23,21:00:00,NA,wet ground,19.9,61d15976-bb56-4902-ba99-31a3cea7b59a,NA,NA,notophthalmus viridescens,new,NA,adult,unknown,88,11.2,8.2,3,"NA",DrySwab00242,CRSwab00224,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,rv pond,2022-09-10T00:00:00Z,345
bag25,21:03:00,20.2,wet ground,19.8,a982c99b-102e-4201-b210-f716e2160193,NA,NA,Rana sp,new,NA,juvenile,unknown,29,9.2,6.1,3.1,BdSwab00304,DrySwab00243,CRSwab00223,BacSwab00285,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,rv pond,2022-09-10T00:00:00Z,346
bag20,20:44:00,19.5,wet ground,19.5,3947469a-3f9a-4eb1-885f-ad73619684e9,NA,NA,rana catesbeiana,new,7efdf353-c5e5-4689-8845-0642642e0e1d,juvenile,unknown,40.2,9.3,3,6.3,BdSwab00262,DrySwab00200,CRSwab00188,BacSwab00261,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00124,NA,night,pa,usa,capture,rv pond,2022-09-10T00:00:00Z,347
bag19,20:48:00,19.2,wet ground,19.4,d6f891a8-2c25-4242-bb10-ecee1778ea90,NA,NA,rana catesbeiana,new,9914e662-19f0-4945-a9e3-de368d38a275,juvenile,unknown,34.4,5.9,2.5,3.4,BdSwab00261,DrySwab00199,CRSwab00187,BacSwab00260,"NA","NA","NA","NA","NA","NA","NA","NA","NA",ToeClip00132,NA,night,pa,usa,capture,rv pond,2022-09-10T00:00:00Z,348
bag17,20:52:00,19.4,wet ground,19.4,edeee19a-2711-40b0-880d-9c27590e5eec,NA,NA,rana catesbeiana,new,f613bef6-e5fb-4571-8036-c26cb583ab5d,adult,female,48.6,12.6,2.3,10.3,BdSwab00258,DrySwab00196,CRSwab00184,BacSwab00257,MucBath00061,AMPBath00059,"NA","NA","NA",AntiBod00059,"NA","NA","NA",ToeClip00131,NA,night,pa,usa,capture,rv pond,2022-09-10T00:00:00Z,349
bag00,NA,NA,NA,NA,NA,brandon hoenig,App crashed and data was lost. Remaining data is validated. Some bd swabs are lost to unknown Metadata.,negative control,new,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,MucBath00027,NA,"NA","NA","NA",NA,"NA",NA,NA,"NA",NA,night,pa,usa,capture,rv pond,2022-06-07T00:00:00Z,350
bag00,NA,NA,NA,NA,NA,brandon hoenig,App crashed and data was lost. Remaining data is validated. Some bd swabs are lost to unknown Metadata.,rana catesbeiana,new,18cf979a-b3fa-433c-94e3-1d5522b8f42d,,NA,NA,NA,NA,NA,BdSwab000068,NA,NA,BacSwab00068,MucBath00016,AMPBath00018,AMPBath00019,"NA","NA",AntiBod00018,AntiBod00019,NA,NA,ToeClip00016,NA,night,pa,usa,capture,rv pond,2022-06-07T00:00:00Z,351
bag00,NA,NA,NA,NA,NA,brandon hoenig,App crashed and data was lost. Remaining data is validated. Some bd swabs are lost to unknown Metadata.,rana catesbeiana,new,17ad93d0-53d4-4bac-8869-f34ad0ad60b9,,NA,NA,NA,NA,NA,BdSwab000068,NA,NA,BacSwab00068,MucBath00016,AMPBath00018,AMPBath00019,"NA","NA",AntiBod00018,AntiBod00019,NA,NA,ToeClip00018,NA,night,pa,usa,capture,rv pond,2022-06-07T00:00:00Z,352
bag00,NA,NA,NA,NA,NA,brandon hoenig,App crashed and data was lost. Remaining data is validated. Some bd swabs are lost to unknown Metadata.,rana catesbeiana,new,87d2e23b-f3d6-49f7-9a33-2918eb5bfc98,,NA,NA,NA,NA,NA,BdSwab000068,NA,NA,BacSwab00068,MucBath00016,AMPBath00018,AMPBath00019,"NA","NA",AntiBod00018,AntiBod00019,NA,NA,ToeClip00019,NA,night,pa,usa,capture,rv pond,2022-06-07T00:00:00Z,353
bag00,NA,NA,NA,NA,NA,brandon hoenig,App crashed and data was lost. Remaining data is validated. Some bd swabs are lost to unknown Metadata.,rana catesbeiana,new,0eedb390-6cb0-4a06-a912-2c2e5d489393,,NA,NA,NA,NA,NA,BdSwab000068,NA,NA,BacSwab00068,MucBath00016,AMPBath00018,AMPBath00019,"NA","NA",AntiBod00018,AntiBod00019,NA,NA,ToeClip00017,NA,night,pa,usa,capture,rv pond,2022-06-07T00:00:00Z,354
bag00,NA,NA,NA,NA,NA,brandon hoenig,NA,rana catesbeiana,new,ab5a2862-c3d6-4d6d-9a9b-68459791aeca,adult,female,109.2,165.95,3.57,162.38,BDSwab00099,NA,NA,BacSwab00099,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00030,NA,night,pa,usa,capture,tuttle pond,2022-06-14T00:00:00Z,355
bag00,NA,NA,NA,NA,NA,brandon hoenig,NA,rana clamitans,new,NA,adult,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,tuttle pond,2022-06-14T00:00:00Z,356
bag00,NA,NA,NA,NA,NA,emily jolly,NA,negative control,new,NA,,NA,NA,NA,NA,NA,BdSwab00130,NA,NA,BacSwab00129,MucBath00037,AMPBath00037,NA,NA,NA,AntiBod00037,NA,NA,NA,NA,NA,night,pa,usa,capture,tuttle pond,2022-06-16T00:00:00Z,357
bag10,NA,NA,NA,NA,NA,emily jolly,NA,desmognathus fuscus,new,NA,adult,unknown,93,5.7,2.6,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,pa,usa,capture,tryon-weber,2022-06-23T00:00:00Z,358
bag00,NA,NA,NA,NA,NA,brandon hoenig,NA,negative control,new,NA,,NA,NA,NA,NA,NA,BdSwab00135,DrySwab00016,CRSwab00005,BacSwab00134,MucBath00043,AMPBath00043,NA,NA,NA,AntiBod00043,NA,NA,NA,NA,NA,night,pa,usa,capture,vorisek pond,2022-06-27T00:00:00Z,359
bag00,NA,NA,NA,NA,NA,brandon hoenig,NA,negative control,new,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,MucBath00049,AMPBath00049,NA,NA,NA,AntiBod00050,NA,NA,NA,NA,NA,night,pa,usa,capture,rv pond,2022-07-11T00:00:00Z,360
bag00,NA,NA,NA,NA,NA,brandon hoenig,NA,negative control,new,NA,,NA,NA,NA,NA,NA,BdSwab00232,DrySwab00131,CRSwab00120,BacSwab00231,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-07-18T00:00:00Z,361
bag00,NA,NA,NA,NA,NA,NA,NA,negative control,new,NA,,NA,NA,NA,NA,NA,"NA","NA","NA","NA",MucBath00058,AMPBath00056,AMPBath00056,"NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-07-19T00:00:00Z,362
bag01,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,adult,female,52.6,15.3,2.7,12.6,"NA",DrySwab00164,CRSwab00152,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,363
bag02,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,juvenile,unknown,48.3,15.2,3.6,11.6,"NA",DrySwab00165,CRSwab00153,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,364
bag03,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,juvenile,unknown,40.9,9.9,2.6,7.3,"NA",DrySwab00166,CRSwab00154,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,365
bag04,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,adult,female,52,25.4,6.5,18.9,"NA",DrySwab00167,CRSwab00155,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,366
bag05,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,juvenile,unknown,47.2,11.4,2.7,8.7,"NA",DrySwab00168,CRSwab00156,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,367
bag07,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,adult,female,52,18,3,15,"NA",DrySwab00170,CRSwab00158,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,369
bag08,NA,NA,NA,NA,NA,brandon hoenig,CRISPR survey only,rana catesbeiana,new,NA,adult,female,59,23.4,4.8,18.6,"NA",DrySwab00171,CRSwab00159,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,night,pa,usa,capture,tuttle pond,2022-09-09T00:00:00Z,370
